"gene_accession_id","analysis_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"1345633","02hy77t7s32geno","Mars1","C57BL","Early adult","ESLIM_007_001_003","whole arena resting time","0.7854375"
"1196455","02hy902cw2lc229","Ccdc97","C57BL","Early adult","IMPC_OFD_007_001","whole arena resting time","0.2454392"
"1929865","02i0c36qsai74m9","Nampt","C57BL","E12.5","IMPC_CBC_017_001","triglycerides","0.8686277"
"2679007","02izv3613521pn6","Elmo3","C57BL","Early adult","JAX_OFD_021_001","number of rears - total","0.1624484"
"1915513","02k0ugwc0919n02","Pdhb","C57BL","Early adult","CCP_IMM_028_002","effector cd4+ t helper cells - % of live leukocytes","0.5211756"
"2444115","02kn71hc9fn95pl","Hecw1","C57BL","Late adult","IMPC_GEL_018_001","visceral yolk sac morphology","0.2256709"
"2443008","02krf50om02163r","Trappc8","C57BL","E9.5","IMPC_CSD_010_001","coat - color pattern - abdomen","0.8873604"
"2443008","02l05i84n85t361","Trappc8","C57BL","E9.5","IMPC_EYE_067_001","left anterior chamber depth","0.4479936"
"1915513","02le01tm7w68de5","Pdhb","C57BL","E12.5","IMPC_GEL_018_001","visceral yolk sac morphology","0.800644"
"2443008","02m5craaguw043q","Trappc8","C57BL","Early adult","MGP_IMM_033_001","total nk cells - % of cd45+","0.6197865"
"1927594","02m716981815567","Itm2c","C57BL","Early adult","M-G-P_007_001_007","periphery - resting time","0.6044861"
"1930618","02na01q524b668k","Krit1","C57BL","E9.5","ESLIM_008_001_014","touch escape","0.5882468"
"2151153","02nlkz7hmfgfw43","Boc","C57BL","Early adult","JAX_OFD_007_001","whole arena resting time","0.7763749"
"1927594","02o7we7etl54e24","Itm2c","C57BL","Early adult","IMPC_OFD_013_001","periphery average speed","0.1698455"
"1330861","02o8e410439vzi8","Dclk1","C57BL","Early adult","IMPC_OFD_013_001","periphery average speed","0.6272958"
"2444115","02ql87005240bu8","Hecw1","C57BL","Middle aged adult","JAX_OFD_021_001","number of rears - total","0.9484279"
"1913335","02qq4mju48w664s","Eif3f","C51BL","Early adult","IMPC_HEM_004_001","hematocrit","0.475557"
"2447762","02u7t74x9nfow7j","YEATS2","C57BL","Early adult","IMPC_ACS_037_001","% pre-pulse inhibition - global","0.7477737"
"1914296","02up2l6496i1ks5","Tbc1d7","C57BL","Early adult","IMPC_EYE_017_001","lens opacity","0.9556454"
"1921116","02x82w7gbfg80au","Pabir3","C57BL","Early adult","JAX_OFD_010_001","periphery distance travelled","0.5723816"
"1930618","02y72c0318l7e19","Krit1","C57BL","E12.5","IMPC_GEL_029_001","midbrain","0.7399528"
"96743","02ykz5g2617g6nn","Lamb1","C57BL","E9.5","IMPC_OFD_012_001","periphery permanence time","0.1889276"
"1933946","02z140949172q0y","Ptov1","C57BL","Early adult","IMPC_CBC_004_001","urea (blood urea nitrogen - bun)","0.4504588"
"94919","02z52d94ckk6is7","Dpp4","C57BL","Early adult","IMPC_GEL_060_001","neural tube morphology","0.2233977"
"1913367","02zc0pd8hkp4w3o","Fmc1","C57BL","E18.5","IMPC_ABR_006_001","12khz-evoked abr threshold","0.366318"
"1100867","02zy79ixz1329od","Asic2","C57BL","Early adult","IMPC_ABR_012_001","30khz-evoked abr threshold","0.7693354"
"1345633","0300g9021e601l6","Mars1","C57BL","Early adult","ESLIM_011_001_007","pp1 + pulse startle magnitude","0.2454432"
"2447762","0305nfd96j7n0zg","Yeats2","C57BL","Late adult","JAXLA_CSD_008_001","coat - color pattern - back","0.00006926644"
"1913367","0305zgl98onvf7o","Fmc1","C57BL","E12.5","M-G-P_008_001_013","startle response","0.6316934"
"109242","0308gd00a3i81t9","Spin1","C57BL","Early adult","IMPC_HEM_037_001","basophil cell count","0.4226036"
"96743","030c9w184u34719","Lamb1","C57BL","Early adult","IMPC_EYE_016_001","lens","0.6905116"
"2444115","031131bc2627vo0","Hecw1","C57BL","Early adult","IMPC_LDT_008_001","percent time in light","0.4401271"
"103258","0311vf663665064","Adad1","C57BL","Early adult","IMPC_EYE_056_001","mean left eye lens density","0.8268716"
"104709","031a1w3kh8576ke","Wbp2","C57BL","Early adult","HRWLIP_CSD_032_001","locomotor activity","0.6490247"
"1929865","031bbwflh8lo5u8","Nampt","C57BL","Early adult","ESLIM_011_001_007","pp1 + pulse startle magnitude","0.3304509"
"1930618","031ime7d4nz48j3","Krit1","C57BL","E9.5","IMPC_CSD_061_001","skin color - tail","0.4373947"
"1927665","0321k5ccsn31cv5","Sirt3","C57BL","Early adult","IMPC_EYE_023_001","optic disc","0.187002"
"1917678","0324bdi55l6r12i","Polr3b","C57BL","E12.5","IMPC_CSD_061_001","skin color - tail","0.6430716"
"2137681","0324cgth5o599ta","Sfxn5","C57BL","Early adult","ESLIM_019_001_007","ige","0.962424"
"1933946","0325189826lc494","Ptov1","C57BL","Early adult","IMPC_GEP_017_001","facial morphology","0.8778107"
"1919173","03285b00h6wz6hy","Borcs6","C57BL","Early adult","IMPC_GPO_003_001","placenta vasculature","0.6679026"
"97166","032w1556ycu23ju","Msmb","C57BL","Early adult","UCD_OWT_008_001","liver weight","0.9201984"
"1913743","033dj69l3303280","Mrpl51","C57BL","E12.5","IMPC_ABR_006_001","12khz-evoked abr threshold","0.5746444"
"99178","034in8f28v2uuqm","Zfp30","C57BL","Early adult","IMPC_DXA_009_001","fat/body weight","0.4883593"
"2679007","034j586g23w14e0","Elmo3","C57BL","Early adult","IMPC_GEL_018_001","visceral yolk sac morphology","0.2092058"
"1891361","034nje983a8630i","Psg29","C57BL","Early adult","IMPC_CBC_058_001","cholesterol ratio","0.4577198"
"109242","035109lrd16lv5x","Spin1","C57BL","E12.5","JAXLA_CSD_039_001","limb grasp","0.1110367"
"1196455","0351v68jegbzxz7","Ccdc97","C57BL","Early adult","UCD_OWT_005_001","right kidney","0.1332563"
"99510","03527662578236n","Tmsb4x","C57BL","Early adult","IMPC_CBC_023_001","alpha-amylase","0.2716039"
"1913335","03545803om1tyc8","Eif3f","C57BL","Early adult","IMPC_EYE_014_001","pupil light response","0.3063139"
"1349660","0355ul8zh52o7zp","Pla2g2e","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.7001418"
"2384812","035902bmhu14641","Lpcat1","C57BL","Early adult","UCD_OWT_003_001","spleen weight","0.8825065"
"1933169","0359s56e75afw45","Sacm1l","C57BL","E12.5","IMPC_OFD_009_001","whole arena average speed","0.9906591"
"1349660","035gce828bx7547","Pla2g2e","C57BL","Early adult","ESLIM_008_001_014","touch escape","0.7109695"
"1891214","035scfus01g150n","Lhfpl1","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.08535976"
"1930618","03615o6sqosisas","Krit1","C57BL","E9.5","CCP_XRY_060_001","transitional vertebrae","0.2731177"
"1933946","036a38zllne18h1","Ptov1","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage","0.0657555"
"1933388","036kp656z020yr7","Bicc1","C57BL","E15.5","MGP_IMM_033_001","total nk cells - % of cd45+","0.5475689"
"96743","036zkpq93gad5j7","Lamb1","C57BL","Early adult","TCP_CHL_071_001","baseline inspiratory time","0.2432036"
"2447762","0386hznx31q1ido","Yeats2","C57BL","E9.5","IMPC_OFD_018_001","latency to center entry","0.8584643"
"1917315","038d94h210le8pa","Ankrd60","C57BL","Early adult","JAX_LDT_003_001","time mobile light side","0.9846106"
"1917678","03b00b4x12h8xwv","Polr3b","C57BL","E12.5","IMPC_OFD_014_001","center distance travelled","0.4336946"
"1917678","03b05t700dz8n1v","Polr3b","C57BL","E12.5","IMPC_LDT_007_001","percent time in dark","0.9184763"
"94903","03bmcng567377v9","Dlx3","C57BL","E9.5","IMPC_IPG_010_001","fasted blood glucose concentration","0.8458233"
"99779","03buva190eeu98v","Chrna7","C57BL","Early adult","IMPC_OFD_015_001","center resting time","0.07504632"
"1929865","03cc0276v74n55q","Nampt","C57BL","Early adult","ESLIM_015_001_010","phosphorus","0.4581988"
"96743","03d1nci5d7d3ag2","Lamb1","C57BL","Early adult","ESLIM_022_001_001","body weight","0.7809998"
"2443008","03f02fed80187w4","Trappc8","C57BL","Early adult","IMPC_EYE_008_001","corneal opacity","0.8867312"
"1860083","03f48172426rh10","Cd320","C57BL","Early adult","IMPC_EYE_007_001","cornea","0.7467279"
"109167","03i4c9c1s6osay3","Fgf11","C57BL","Early adult","IMPC_GEL_058_001","heart morphology","0.9894201"
"108424","03iu6x0bhoy9hi8","Irag2","C57BL","Early adult","IMPC_EYE_063_001","right inner nuclear layer","0.3080058"
"2143990","03j8of6ez494pom","Parp12","C57BL","Early adult","IMPC_EYE_062_001","right total retinal thickness","0.9842941"
"104709","03jio1165n4yegi","Wbp2","C57BL","Early adult","ESLIM_011_001_010","pp4 + pulse startle magnitude","0.3324864"
"1920500","03jyezk6a93q9fn","Ceacam5","C57BL","Early adult","IMPC_CBC_004_001","urea (blood urea nitrogen - bun)","0.2294745"
"2158468","03l1tsk28ai4742","Ms4a3","C57BL","Early adult","IMPC_GEL_019_001","chorioallantoic fusion","0.6188175"
"1917315","03l7735cvzgrd84","Ankrd60","C57BL","Early adult","ESLIM_011_001_703","prepulse inhibition - pp3","0.8263566"
"3605773","03m46b6cx532441","Cimip2a","C57BL","Early adult","JAX_OFD_021_001","number of rears - total","0.3734014"
"1913105","03m846g833e5z09","Slc28a2","C57BL","Early adult","JAX_OFD_007_001","whole arena resting time","1"
"1922684","03me5i453z2gb1y","Cimip2c","C57BL","Early adult","IMPC_EYE_024_001","retinal blood vessels","0.2260607"
"1100848","03n54r145bq8po2","Kpna4","C57BL","Early adult","IMPC_GEO_064_001","edema","0.3901613"
"96136","03n5l7rlq62phy4","Hmgn2","C57BL","Early adult","IMPC_CBC_014_001","alkaline phosphatase","0.3227429"
"94903","03o198y212av7c8","Dlx3","C57BL","E15.5","IMPC_GEP_024_001","body wall morphology","0.3479493"
"1917678","03orzh6b12kv73z","Polr3b","C57BL","E12.5","IMPC_GEL_042_001","otic vesicle morphology","0.3937951"
"2442192","03q531zl8yxykc6","Eea1","C57BL","Early adult","IMPC_EYE_062_001","right total retinal thickness","0.8078941"
"1933946","03qkdp057t1628o","Ptov1","C57BL","E18.5","CCP_XRY_064_001","thoracic processes","0.6106793"
"1917678","03qs90chk25ss42","Polr3b","C57BL","E12.5","ESLIM_007_001_009","periphery average speed","0.4824254"
"1917678","03r55vpt6f9kgw7","Polr3b","C57BL","E9.5","IMPC_GEO_047_002","microphthalmia","0.4124361"
"3700200","03ru1h949q4z13r","Ift70a2","C57BL","Early adult","IMPC_OFD_050_001","percentage center movement time","0.5517046"
"109242","03rzr7vkcl69b4y","Spin1","C57BL","Early adult","ESLIM_016_001_001","white blood cell count","0.2696857"
"97308","03s957t1k63dk8r","Nfe2","C57BL","Early adult","IMPC_GEL_057_001","heart looping","0.8978867"
"1921740","03spkz547d4wqbx","Mamstr","C57BL","Early adult","IMPC_EYE_017_001","lens opacity","0.6301946"
"1933388","03t454ccyn11l84","Bicc1","C57BL","E15.5","IMPC_EYE_058_001","max right eye lens density","0.9497967"
"97361","03ti80vz0np5rjj","Nos2","C57BL","Early adult","ESLIM_016_001_001","white blood cell count","0.4195029"
"1349660","03tr18dj9z6a904","Pla2g2e","C57BL","Early adult","CCP_XRY_060_001","transitional vertebrae","0.9403324"
"104709","03ua6u9m4m4yo66","Wbp2","C57BL","Early adult","IMPC_GEL_014_001","allantois morphology","0.09206889"
"2137681","03vnu899f06s136","Sfxn5","C57BL","Early adult","IMPC_LDT_007_001","percent time in dark","0.7318327"
"2137913","03w52cl407jna97","Loxl2","C57BL","Early adult","IMPC_HEM_033_001","monocyte differential count","0.8172533"
"1913743","03wege16c29450t","Mrpl51","C57BL","E12.5","IMPC_ECG_007_001","qrs","0.4766131"
"2448415","03woee4x66y2673","H2bc21","C57BL","E18.5","IMPC_OFD_007_001","whole arena resting time","0.9793695"
"1917678","03wq27i6pa3h479","Polr3b","C57BL","E9.5","IMPC_ABR_006_001","12khz-evoked abr threshold","0.8067575"
"2447762","03y013oxf4jh3k6","Yeats2","C57BL","Early adult","CCP_XRY_011_001","fusion of ribs","1"
"1933388","03y7sor8h3s77m5","Bicc1","C57BL","E15.5","CCP_XRY_060_001","transitional vertebrae","0.9459514"
"2447762","03z0s4fy03446p6","Yeats2","C57BL","E9.5","IMPC_OFD_011_001","periphery resting time","0.5649193"
"1914296","03z580771756nwh","Tbc1d7","C57BL","E18.5","IMPC_FEA_015_001","cue baseline % freezing time","0.1374044"
"1927594","040wbof70n2qo79","Itm2c","C57BL","Early adult","ESLIM_011_001_007","pp1 + pulse startle magnitude","0.1248184"
"1924285","04156a0oz6182c5","Kdm8","C57BL","Early adult","IMPC_GEO_047_002","microphthalmia","0.344015"
"109242","0416rmyqxfodej6","Spin1","C57BL","E9.5","IMPC_EYE_008_001","corneal opacity","0.9315271"
"3647046","041by64y2mm267y","Tmem170b","C57BL","Early adult","IMPC_EYE_007_001","cornea","0.06197877"
"1860075","041ma5h3001ppr7","Ppt2","C57BL","Early adult","MGP_IMM_033_001","total nk cells - % of cd45+","0.08554757"
"1915513","04276l2g18i7r75","Pdhb","C57BL","E9.5","IMPC_HEM_037_001","basophil cell count","0.7717871"
"2669033","0427f9s7q18i80j","Tmc3","C57BL","Early adult","IMPC_CBC_007_001","albumin","0.3812165"
"1313312","04280wk8f79225o","Khdrbs3","C57BL","Early adult","IMPC_EYE_069_001","left inner nuclear layer","0.7333296"
"1100848","042cq189eqw1a3b","Kpna4","C57BL","Early adult","IMPC_CSD_028_001","snout size","0.9601974"
"1917678","042dtf2mu5qv1md","Polr3b","C57BL","E12.5","IMPC_DXA_005_001","bone mineral content (excluding skull)","0.8547512"
"2448415","042t12ald7ltca3","H2bc21","C57BL","Middle aged adult","IMPC_GEL_011_001","embryo turning","0.815164"
"1202715","043056rwh898170","Tcf21","C57BL","Early adult","IMPC_GEO_047_002","microphthalmia","0.7290292"
"2384860","043cz11ghc3sg8p","Slc44a3","C57BL","Early adult","IMPC_HEM_030_001","neutrophil cell count","0.07159841"
"2685720","043j6hk4t18kj15","Acss3","C57BL","Early adult","IMPC_GEL_029_001","midbrain","0.7289087"
"1915513","044dqbiq1477c5a","Pdhb","C57BL","E9.5","IMPC_XRY_033_001","tibia length","0.6182971"
"1330861","044evy2m5378s0a","Dclk1","C57BL","Early adult","ESLIM_019_001_007","ige","0.254772"
"1915094","0451vge2fi977qo","Rab32","C57BL","Early adult","ESLIM_011_001_703","prepulse inhibition - pp3","1"
"2448415","04555ft25m9m0y4","H2bc21","C57BL","E18.5","IMPC_EYE_069_001","left inner nuclear layer","0.1146691"
"1860083","045j9s521740xwy","CD320","C57BL","Early adult","IMPC_EYE_025_001","retinal blood vessels structure","0.8615647"
"1933388","0463dyt3z44j321","Bicc1","C57BL","E9.5","IMPC_CBC_011_001","iron","0.9011592"
"1298386","0466n55kh3wp0x0","Tpd52l1","C57BL","Early adult","ESLIM_008_001_001","body position","0.3946814"
"2681164","0466s8s711k3d70","Plekha8","C57BL","Early adult","IMPC_CBC_006_001","total protein","0.4422846"
"1933169","046y2xp60z1mp0x","Sacm1l","C57BL","E12.5","IMPC_GRS_011_001","forelimb and hindlimb grip strength normalised against body weight","0.9517855"
"2137681","0471by47452n4t6","Sfxn5","C57BL","Early adult","IMPC_XRY_019_001","fusion of vertebrae","0.7944141"
"94903","047t54vsg603e96","Dlx3","C57BL","E15.5","IMPC_ACS_035_001","% pre-pulse inhibition - ppi3","0.3936001"
"1930618","047ue4gl5x0q109","Krit1","C57BL","Early adult","IMPC_CBC_007_001","albumin","0.8642158"
"1927665","047yus4fegq310e","Sirt3","C57BL","Early adult","IMPC_CBC_017_001","triglycerides","0.7458353"
"104709","048108o2717on99","Wbp2","C57BL","Early adult","IMPC_DXA_008_001","lean/body weight","0.07876837"
"3647046","0483tl5aw2710z7","Tmem170b","C57BL","Early adult","IMPC_OFD_013_001","periphery average speed","0.4524813"
"2448415","048860y98031clr","H2BC21","C57BL","E18.5","ESLIM_016_001_001","white blood cell count","0.1214366"
"","048os6p9md2imq9","Lamb1","C57BL","","JAX_OFD_013_001","periphery average speed","0.7812649"
"1923607","048r207c48wd00t","Trmt5","C57BL","Early adult","ESLIM_022_001_001","body weight","0.2973297"
"95707","048u9006f9v5fkp","Gh","C57BL","Early adult","IMPC_XRY_005_001","teeth","0.8443923"
"97166","048xfykoa3hd5bp","Msmb","C57BL","Early adult","IMPC_ABR_006_001","12khz-evoked abr threshold","0.5590318"
"1921740","048y6iw17q48c4d","Mamstr","C57BL","Early adult","IMPC_HEM_029_001","neutrophil differential count","0.8916192"
"1927657","0494r007aab4304","Ms4a8a","C57BL","Early adult","IMPC_FEA_003_001","conditioning baseline % freezing time","0.5531539"
"1930618","049577o5ix28ruo","Krit1","C57BL","Early adult","IMPC_EYE_026_001","retinal blood vessels pattern","0.6499204"
"1917633","049k1w9q6obz740","Cox10","C57BL","Early adult","IMPC_HEM_001_001","white blood cell count","0.9618202"
"1196455","04b3923252n0623","Ccdc97","C57BL","Early adult","IMPC_OFD_015_001","center resting time","0.1788096"
"1929865","04c65vq9y4slg86","Nampt","C57BL","Early adult","IMPC_OFD_022_001","percentage center time","0.6368537"
"1913367","04cbme7qx74697w","Fmc1","C57BL","E15.5","IMPC_ABR_002_001","click-evoked abr threshold","0.5564394"
"1929865","04d6w9n72hk36k0","Nampt","C57BL","Early adult","CCP_XRY_010_001","shape of ribs","0.8117412"
"1917678","04e1i14np034091","Polr3b","C57BL","E9.5","IMPC_CSD_010_001","coat - color pattern - abdomen","0.9952387"
"1913743","04e5vh015jk5208","Mrpl51","C57BL","E9.5","ESLIM_007_001_003","whole arena resting time","0.1794391"
"98386","04egbc9l3sn2f7n","Sptan1","C57BL","E9.5","IMPC_EYE_007_001","cornea","0.7917529"
"94919","04f8m4ophgd74f6","Dpp4","C57BL","Early adult","UCD_OWT_003_001","spleen weight","0.5434622"
"104709","04h5ad0umr795v1","Wbp2","C57BL","Early adult","CCP_XRY_011_001","fusion of ribs","0.4298705"
"3700200","04i1405426325e9","Ift70a2","C57BL","Early adult","IMPC_CSD_032_001","locomotor activity","0.6219358"
"2447762","04i15o39y32saej","Yeats2","C53BL","Early adult","IMPC_ABR_006_001","12khz-evoked abr threshold","0.5447419"
"2669033","04i779ib4yw6v4e","Tmc3","C57BL","Early adult","IMPC_GEL_060_001","neural tube morphology","0.910736"
"1100867","04iev778g16h015","Asic2","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage","0.7975598"
"99779","04if7yf7chkb4x5","Chrna7","C57BL","Early adult","IMPC_EYE_024_001","retinal blood vessels","0.6004657"
"96136","04jzveyz87d006u","Hmgn2","C57BL","E15.5","ESLIM_016_001_001","white blood cell count","0.6507895"
"2443008","04k7k447a0jzr0w","Trappc8","C57BL","Early adult","JAXLA_CSD_008_001","coat - color pattern - back","0.6210411"
"96743","04m5av1y7qvw521","Lamb1","C57BL","E9.5","IMPC_EYE_067_001","left anterior chamber depth","0.1215892"
"2443008","04na9k971kc54oi","Trappc8","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development","0.4757519"
"1858752","04o16hc4714qdx6","Rundc3a","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development","0.6538816"
"2384860","04q732nrxt7y7vk","Slc44a3","C57BL","Early adult","IMPC_CSD_030_001","tremor","0.6963314"
"1923607","04qx50rvs3fz6vz","Trmt5","C57BL","Early adult","ESLIM_007_001_007","periphery resting time","0.9118104"
"2448415","04r75mcgd9mp89m","H2bc21","C57BL","Late adult","JAX_OFD_009_001","whole arena average speed","0.7659478"
"1927594","04v6l7985hwtar6","Itm2c","C57BL","Early adult","JAXLA_CSD_008_001","coat - color pattern - back","0.5135913"
"1919173","04v9a1vy9hqcbyp","Borcs6","C57BL","E9.5","IMPC_ABR_008_001","18khz-evoked abr threshold","0.0643017"
"2447762","04w0p4qlsf30qr2","Yeats2","C57BL","Early adult","MGP_CSD_023_001","dorsal coat/hair appearance","0.8581631"
"1929865","04w9ek2i7110tkb","Nampt","C57BL","E12.5","IMPC_CBC_015_001","total cholesterol","0.167869"
"1920845","04wdrk1v0ky6f7l","Ttll13","C57BL","Early adult","IMPC_XRY_019_001","fusion of vertebrae","0.603131"
"1196455","04whffbte73964i","Ccdc97","C57BL","Early adult","IMPC_GEP_005_002","responsive to tactile stimuli","0.8989721"
"1917315","04x764wruqpkn2y","Ankrd60","C57BL","Early adult","IMPC_CBC_003_001","chloride","0.720259"
"1860075","04xl2op0624keu6","Ppt2","C57BL","Early adult","JAXLA_CSD_077_001","contact righting","0.2958397"
"109242","04z3w675z8865rd","Spin1","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.000003095094"
