"parameter_id","impc_parameter_orig_id","name","description"
"IMPC_EMA_114_001","73187"," right lung accessory lobe",""
"IMPC_EMA_115_001","73188"," left lung",""
"IMPC_EMA_116_001","73189"," diaphragm",""
"IMPC_EMA_117_001","73190"," peritoneal cavity",""
"IMPC_EMA_118_001","73191"," liver",""
"IMPC_EMA_119_001","73192"," liver left lobe",""
"IMPC_EMA_120_001","73193"," liver right lobe",""
"IMPC_EMA_121_001","73194"," liver caudate lobe",""
"IMPC_EMA_122_001","73195"," gallbladder",""
"IMPC_EMA_123_001","73196"," liver lobar interzone",""
"IMPC_EMA_124_001","73197"," pancreas",""
"IMPC_EMA_125_001","73198"," stomach",""
"IMPC_EMA_126_001","73199"," pyloric antrum",""
"IMPC_EMA_127_001","73200"," stomach fundus",""
"IMPC_EMA_128_001","73201"," stomach lumen",""
"IMPC_EMA_129_001","73202"," small intestine",""
"IMPC_EMA_130_001","73203"," hindgut",""
"IMPC_EMA_131_001","73204"," midgut",""
"IMPC_EMA_132_001","73205"," hip joint",""
"IMPC_EMA_133_001","73206"," femur",""
"IMPC_EMA_134_001","73207"," fibula",""
"IMPC_EMA_135_001","73208"," tibia",""
"IMPC_EMA_136_001","73209"," adrenal gland",""
"IMPC_EMA_137_001","73210"," kidney",""
"IMPC_EMA_138_001","73211"," renal calyx",""
"IMPC_EMA_139_001","73212"," bladder",""
"IMPC_EMA_140_001","73213"," rectum",""
"IMPC_EMA_141_001","73214"," spleen",""
"IMPC_EMA_142_001","73215"," ovary",""
"IMPC_EMA_143_001","73216"," testes",""
"IMPC_EMA_144_001","73217"," penis",""
"IMPC_EMA_145_001","73218"," circumventricular organ",""
"IMPC_EMA_146_001","73219"," hyoid",""
"IMPC_EMA_147_001","73220"," severely dysmorphic",""
"IMPC_EMA_148_001","73221"," delayed embryonic development",""
"IMPC_EMA_149_001","73222"," annotator id",""
"IMPC_EMA_150_001","73223"," date of annotation",""
"IMPC_ACS_001_001","17722"," response amplitude - bn","response amplitude bn"
"IMPC_ACS_002_001","17723"," response amplitude - pp1","response amplitude pp1"
"IMPC_ACS_003_001","17724"," response amplitude - pp2","response amplitude pp2"
"IMPC_ACS_004_001","17725"," response amplitude - pp3","response amplitude pp3"
"IMPC_ACS_005_001","17726"," response amplitude - pp4","response amplitude pp4"
"IMPC_ACS_006_001","17727"," response amplitude - s","response amplitude s"
"IMPC_ACS_007_001","17728"," response amplitude - pp1_s","response amplitude pp1 s"
"IMPC_ACS_008_001","17729"," response amplitude - pp2_s","response amplitude pp2 s"
"IMPC_ACS_009_001","17730"," response amplitude - pp3_s","response amplitude pp3 s"
"IMPC_ACS_010_001","17731"," response amplitude - pp4_s","response amplitude pp4 s"
"IMPC_ACS_011_001","17732"," light level in chamber","light level in chamber"
"IMPC_ACS_012_001","17733"," date and time","date and time"
"IMPC_ACS_014_001","17734"," experimenter id","experimenter"
"IMPC_ACS_015_001","17735"," startle stimulus","startle pulse"
"IMPC_ACS_016_001","17736"," background noise","background noise"
"IMPC_ACS_017_001","17737"," pre-pulse stimulus 1","pre pulse stimulus 1"
"IMPC_ACS_018_001","17738"," pre-pulse stimulus 2","pre pulse stimulus 2"
"IMPC_ACS_019_001","17739"," pre-pulse stimulus 3","pre pulse stimulus 3"
"IMPC_ACS_020_001","17740"," pre-pulse stimulus 4","pre pulse stimulus 4"
"IMPC_ACS_021_001","17741"," inter-trial interval","inter trial interval"
"IMPC_ACS_022_001","17742"," number of trials","number of trials"
"IMPC_ACS_023_001","17743"," in-chamber adapt time","in chamber adapt time"
"IMPC_ACS_024_001","17744"," stimulus order","stimulus order"
"IMPC_ACS_025_001","17745"," mouse chamber id","mouse chamber id"
"IMPC_ACS_026_001","17746"," equipment id","equipment name"
"IMPC_ACS_027_001","17747"," equipment manufacturer","equipment manufacturer"
"IMPC_ACS_028_001","17748"," equipment model","equipment model"
"IMPC_ACS_029_001","17749"," software version","software version"
"IMPC_ACS_030_001","17750"," mouse chamber dimension","mouse chamber dimension"
"IMPC_ACS_031_001","17751"," sound generator manufacturer","sound generator"
"IMPC_ACS_032_001","17752"," sound-proof box dimension","sound proof box dimension"
"IMPC_ACS_033_001","17753"," % pre-pulse inhibition - ppi1"," pre pulse inhibition pp1"
"IMPC_ACS_034_001","17754"," % pre-pulse inhibition - ppi2"," pre pulse inhibition pp2"
"IMPC_ACS_035_001","17755"," % pre-pulse inhibition - ppi3"," pre pulse inhibition pp3"
"IMPC_ACS_036_001","17756"," % pre-pulse inhibition - ppi4"," pre pulse inhibition pp4"
"IMPC_ACS_037_001","17757"," % pre-pulse inhibition - global"," pre pulse inhibition global"
"IMPC_ACS_038_001","17758"," date equipment last calibrated",""
"IMPC_ACS_013_001","17759"," inter pp-s stimulus interval",""
"IMPC_ACS_039_001","17760"," sound generator model",""
"IMPC_ECG_001_001","89737"," number of signals",""
"IMPC_ECG_002_001","89738"," hr",""
"IMPC_ECG_003_001","89739"," cv",""
"IMPC_ECG_004_001","89740"," rr",""
"IMPC_ECG_005_001","89741"," pq",""
"IMPC_ECG_006_001","89742"," pr",""
"IMPC_ECG_007_001","89743"," qrs",""
"IMPC_ECG_008_001","89744"," st",""
"IMPC_ECG_010_001","89745"," hrv",""
"IMPC_ECG_012_001","89747"," mean sr amplitude",""
"IMPC_ECG_013_001","89748"," mean r amplitude",""
"IMPC_ECG_014_001","89749"," rmssd",""
"IMPC_ECG_015_001","89750"," pnn5(6>ms)",""
"IMPC_ECG_016_001","89751"," equipment id",""
"IMPC_ECG_017_001","89752"," equipment manufacturer",""
"IMPC_ECG_018_001","89753"," equipment model",""
"IMPC_ECG_019_001","89754"," anesthetic",""
"IMPC_ECG_020_001","89755"," experimenter id",""
"IMPC_ECG_021_001","89756"," noise level",""
"IMPC_ECG_022_001","89757"," light level",""
"IMPC_ECG_023_001","89758"," date equipment last calibrated",""
"IMPC_ECG_009_002","89759"," qtc",""
"IMPC_ECG_024_001","89760"," analysis software",""
"IMPC_ECG_025_001","89761"," waveform image",""
"IMPC_ECG_026_001","89762"," waveform image comment","Free text comment on the waveform image. Use parameterAssociation of the image parameter to link to this text."
"IMPC_ECG_027_001","89763"," lead configuration",""
"IMPC_ECG_028_001","89764"," qt",""
"IMPC_ECG_029_001","89765"," qt dispersion",""
"IMPC_ECG_030_001","90855"," data acquisition sampling rate",""
"IMPC_ECG_031_001","90856"," abnormal ecg detected",""
"IMPC_PAT_001_002","36937"," brain","brain"
"IMPC_PAT_002_002","36938"," eye with optic nerve","eye with optic nerve"
"IMPC_PAT_003_002","36939"," spinal cord","spinal cord"
"IMPC_PAT_004_002","36940"," thymus","thymus"
"IMPC_PAT_005_002","36941"," thyroid","thyroid"
"IMPC_PAT_006_002","36942"," heart","heart"
"IMPC_PAT_007_002","36943"," trachea","trachea"
"IMPC_PAT_008_002","36944"," esophagus","esophagus"
"IMPC_PAT_009_002","36945"," lung","lung"
"IMPC_PAT_010_002","36946"," liver","liver"
"IMPC_PAT_011_002","36947"," gall bladder","gall bladder"
"IMPC_PAT_012_002","36948"," stomach","stomach"
"IMPC_PAT_013_002","36949"," small intestine","small intestine"
"IMPC_PAT_014_002","36950"," large intestine","large intestine"
"IMPC_PAT_015_002","36951"," pancreas","pancreas"
"IMPC_PAT_016_002","36952"," spleen","spleen"
"IMPC_PAT_017_002","36953"," kidney","kidney"
"IMPC_PAT_018_002","36954"," adrenal gland","adrenal gland"
"IMPC_PAT_019_002","36955"," mammary gland","mammary gland"
"IMPC_PAT_020_002","36956"," lymph node","lymph node"
"IMPC_PAT_021_002","36957"," skin","skin"
"IMPC_PAT_022_002","36958"," skeletal muscle","skeletal muscle"
"IMPC_PAT_023_002","36959"," urinary bladder","urinary bladder"
"IMPC_PAT_024_002","36960"," testes","testes"
"IMPC_PAT_025_002","36961"," epididymis","epididymis"
"IMPC_PAT_026_002","36962"," prostate","prostate"
"IMPC_PAT_027_002","36963"," seminal vesicle","seminal vesicles"
"IMPC_PAT_028_002","36964"," ovary","ovary"
"IMPC_PAT_029_002","36965"," uterus","uterus"
"IMPC_PAT_049_002","36966"," body weight","body weight"
"IMPC_PAT_057_002","36967"," images","images"
"IMPC_PAT_032_002","36968"," comments (in english)","General comments in English"
"IMPC_PAT_052_002","36969"," experimenter id","experimenter"
"IMPC_PAT_054_002","36970"," method of sacrifice","sacrifice"
"IMPC_PAT_055_002","36971"," method of blood collection","blood collection"
"IMPC_PAT_056_002","36972"," equipment id","equipment name"
"IMPC_PAT_058_002","36973"," fixative","fixative"
"IMPC_PAT_059_002","36974"," date equipment last calibrated",""
"IMPC_PAT_060_002","36975"," equipment manufacturer",""
"IMPC_PAT_061_002","36976"," equipment model",""
"IMPC_PAT_030_002","36977"," date of sacrifice",""
"IMPC_PAT_031_002","36978"," id for sample banking protocol","ID for center-specific cassette processing protocol"
"IMPC_PAT_033_001","36979"," balance manufacturer",""
"IMPC_PAT_034_001","36980"," balance model",""
"IMPC_PAT_035_001","36981"," camera resolution",""
"IMPC_PAT_036_001","36982"," eye fixative",""
"IMPC_PAT_062_001","36983"," salivary gland",""
"IMPC_PAT_063_001","36984"," sternum",""
"IMPC_PAT_064_001","36985"," femur",""
"IMPC_PAT_065_001","36986"," bone marrow",""
"IMPC_PAT_066_001","36987"," brown fat",""
"IMPC_PAT_067_001","36988"," tibia",""
"IMPC_PAT_068_001","36989"," knee joint",""
"IMPC_PAT_069_001","36990"," trigeminal v nerve",""
"IMPC_PAT_070_001","36991"," nasal cavity",""
"IMPC_PAT_071_001","36992"," ear",""
"IMPC_PAT_072_001","36993"," tooth",""
"IMPC_PAT_073_001","36994"," tongue",""
"IMPC_PAT_074_001","36995"," sciatic nerve",""
"IMPC_PAT_075_001","36996"," bone",""
"IMPC_PAT_076_001","36997"," tissue available for distribution","Are there tissue blocks available for distribution?"
"IMPC_ECG_001_001","28488"," number of signals",""
"IMPC_ECG_002_001","28489"," hr",""
"IMPC_ECG_003_001","28490"," cv",""
"IMPC_ECG_004_001","28491"," rr",""
"IMPC_ECG_005_001","28492"," pq",""
"IMPC_ECG_006_001","28493"," pr",""
"IMPC_ECG_007_001","28494"," qrs",""
"IMPC_ECG_008_001","28495"," st",""
"IMPC_ECG_009_001","28496"," qtc",""
"IMPC_ECG_010_001","28497"," hrv",""
"IMPC_ECG_011_001","28498"," qtc dispersion",""
"IMPC_ECG_012_001","28499"," mean sr amplitude",""
"IMPC_ECG_013_001","28500"," mean r amplitude",""
"IMPC_ECG_014_001","28501"," rmssd",""
"IMPC_ECG_015_001","28502"," pnn5(6>ms)",""
"IMPC_ECG_016_001","28503"," equipment id",""
"IMPC_ECG_017_001","28504"," equipment manufacturer",""
"IMPC_ECG_018_001","28505"," equipment model",""
"IMPC_ECG_019_001","28506"," anesthetic",""
"IMPC_ECG_020_001","28507"," experimenter id",""
"IMPC_ECG_021_001","28508"," noise level",""
"IMPC_ECG_022_001","28509"," light level",""
"IMPC_ECG_023_001","28510"," date equipment last calibrated",""
"IMPC_ECG_024_001","28511"," analysis software",""
"IMPC_ECG_025_001","28512"," waveform image",""
"IMPC_ECG_026_001","28513"," waveform image comment","Free text comment on the waveform image. Use parameterAssociation of the image parameter to link to this text."
"IMPC_MAA_001_001","7636"," population average",""
"IMPC_MAA_002_001","7637"," t-statistics determinents",""
"IMPC_MAA_003_001","7638"," t-statistics intensities",""
"IMPC_MAA_004_001","7639"," fdr thresholds for determinents",""
"IMPC_MAA_005_001","7640"," fdr thresholds for intensities",""
"IMPC_MAA_006_001","7641"," used wt specimen names",""
"IMPC_MAA_007_001","7642"," used mut specimen names",""
"IMPC_MAA_008_001","7643"," version of pydpiper",""
"IMPC_MAA_009_001","7644"," data analysis finished",""
"IMPC_GEM_007_001","45446"," pericardium morphology","pericardium morphology"
"IMPC_GEM_017_001","45447"," visceral yolk sac morphology","visceral yolk sac morphology"
"IMPC_GEM_019_001","45448"," embryo size","embryo size"
"IMPC_GEM_021_001","45449"," ear morphology","abnormal ear morphology"
"IMPC_GEM_024_001","45450"," skin appearance","skin appearance"
"IMPC_GEM_027_001","45451"," limb bud morphology","limb bud morphology"
"IMPC_GEM_028_001","45452"," limb plate morphology","limb plate morphology"
"IMPC_GEM_029_001","45453"," tail morphology","tail morphology"
"IMPC_GEM_032_001","45454"," liver size","liver size"
"IMPC_GEM_036_001","45455"," neural tube closure","neural tube closure"
"IMPC_GEM_041_001","45456"," eye morphology","eye morphology"
"IMPC_GEM_047_001","45457"," head shape","head shape"
"IMPC_GEM_048_001","45458"," comment on image","comment on image"
"IMPC_GEM_049_001","45459"," images","images"
"IMPC_GEM_050_001","45460"," experimenter id","experimenter id"
"IMPC_GEM_051_001","45461"," equipment id","equipment id"
"IMPC_GEM_052_001","45462"," equipment manufacturer","equipment manufacturer"
"IMPC_GEM_053_001","45463"," equipment model","equipment model"
"IMPC_GEM_054_001","45464"," fixative","fixative"
"IMPC_GEM_055_001","45465"," time of dissection","time of dissection"
"IMPC_GEM_056_001","45466"," somite stage","somite stage"
"IMPC_GEM_057_001","45467"," time of dark cycle start","time of dark cycle start"
"IMPC_GEM_058_001","45468"," time of dark cycle end","time of dark cycle end"
"IMPC_GEM_059_001","45469"," date equipment last calibrated","date equipment last calibrated"
"IMPC_GEM_016_002","45470"," pale yolk sac","pale yolk sac"
"IMPC_GEM_025_002","45471"," pallor","pallor"
"IMPC_GEM_026_002","45472"," blebs","blebs"
"IMPC_GEM_033_002","45473"," pale liver","pale liver"
"IMPC_GEM_043_002","45474"," microphthalmia","microphthalmia"
"IMPC_GEM_044_002","45475"," anophthalmia","anophthalmia"
"IMPC_GEM_060_001","45476"," severely dysmorphic",""
"IMPC_GEM_061_001","45477"," abdominal wall",""
"IMPC_GEM_062_001","45478"," craniofacial morphology",""
"IMPC_GEM_063_001","45479"," facial cleft",""
"IMPC_GEM_064_001","45480"," facial hypoplasia",""
"IMPC_GEM_065_001","45481"," heart looping",""
"IMPC_GEM_066_001","45482"," heart morphology",""
"IMPC_GEM_067_001","45483"," left-right axis patterning",""
"IMPC_GEM_068_001","45484"," forebrain morphology",""
"IMPC_GEM_069_001","45485"," hindbrain morphology",""
"IMPC_GEM_070_001","45486"," midbrain morphology",""
"IMPC_GEM_071_001","45487"," microcephaly",""
"IMPC_GEM_072_001","45488"," rostal-caudal patterning",""
"IMPC_GEM_073_001","45489"," vascular morphology",""
"IMPC_GEM_074_001","45490"," crl",""
"IMPC_GEM_075_001","45491"," delayed embryonic development",""
"IMPC_GEM_076_001","45492"," edema",""
"IMPC_GEM_077_001","45493"," hemorrhage",""
"IMPC_GEM_078_001","45494"," polydactyly",""
"IMPC_GEM_079_001","90846"," exencephaly","exencephaly"
"IMPC_CAL_001_001","18100"," body weight before experiment","body weight before experiment"
"IMPC_CAL_002_001","18101"," body weight after experiment","body weight after experiment"
"IMPC_CAL_003_001","18102"," oxygen consumption","oxygen consumption"
"IMPC_CAL_004_001","18103"," carbon dioxide production","carbon dioxide production"
"IMPC_CAL_005_001","18104"," heat production (metabolic rate)","heat production metabolic rate "
"IMPC_CAL_006_001","18105"," ambulatory activity  (no. of beam cuts)","ambulatory activity no of beam cuts "
"IMPC_CAL_007_001","18106"," total activity  (no. of fine movement + no. of beam cuts)","total activity no of fine movement no of beam cuts "
"IMPC_CAL_008_001","18107"," total food intake","total food intake"
"IMPC_CAL_009_001","18108"," cumulative food intake","cumulative food intake"
"IMPC_CAL_010_001","18109"," time of dark cycle start","The starting time of the dark cycle. E.g. 7 p.m."
"IMPC_CAL_011_001","18110"," room temperature","room temperature"
"IMPC_CAL_012_001","18111"," acclimation to respirometry cages","acclimation to respirometry cages"
"IMPC_CAL_013_001","18112"," duration of test","duration of test"
"IMPC_CAL_014_001","18113"," equipment id","equipment name"
"IMPC_CAL_015_001","18114"," equipment manufacturer","equipment manufacturer"
"IMPC_CAL_016_001","18115"," equipment model","equipment"
"IMPC_CAL_017_001","18116"," respiratory exchange ratio","respiratory exchange ratio"
"IMPC_CAL_018_001","18117"," experimenter id",""
"IMPC_CAL_019_001","18118"," date equipment last calibrated",""
"IMPC_CAL_020_001","18119"," time of dark cycle end","The ending time of the dark cycle. E.g. 7 a.m."
"IMPC_CAL_021_001","18120"," total water intake",""
"IMPC_CAL_022_001","18121"," cumulative water intake",""
"IMPC_ECH_001_001","28674"," end-systolic diameter",""
"IMPC_ECH_002_001","28675"," end-diastolic diameter",""
"IMPC_ECH_003_001","28676"," stroke volume",""
"IMPC_ECH_004_001","28677"," ejection fraction",""
"IMPC_ECH_005_001","28678"," fractional shortening",""
"IMPC_ECH_006_001","28679"," cardiac output",""
"IMPC_ECH_007_001","28680"," lvawd",""
"IMPC_ECH_008_001","28681"," lvidd",""
"IMPC_ECH_009_001","28682"," lvpwd",""
"IMPC_ECH_010_001","28683"," lvaws",""
"IMPC_ECH_011_001","28684"," lvids",""
"IMPC_ECH_012_001","28685"," lvpws",""
"IMPC_ECH_013_001","28686"," hr",""
"IMPC_ECH_014_001","28687"," body temp",""
"IMPC_ECH_015_001","28688"," vti of aortic flow (pulse wave doppler mode)",""
"IMPC_ECH_016_001","28689"," aortic diameter (dao)",""
"IMPC_ECH_017_001","28690"," tpeak tend interval",""
"IMPC_ECH_018_001","28691"," respiration rate",""
"IMPC_ECH_019_001","28692"," equipment id",""
"IMPC_ECH_020_001","28693"," equipment manufacturer",""
"IMPC_ECH_021_001","28694"," equipment model",""
